castTotalLikes,directorLikes,actor1likes,criticReviews,fbPosters,duration,actor3likes,actor2,userReviews,gross,actor1,title,userVotes,language,country,contentRating,budget,year,actor2Likes,rating,aspectRatio,movieLikes,genre,subgenre
15106,0,13000,437,1,133,531,Phylicia Rashad,362,109712885,Sylvester Stallone,Creed ,146708,English,USA,PG-13,35000000,2015,597,7.7,2.35,70000,Drama,Sport
14296,0,10000,378,7,150,206,Jon Hamm,420,92173235,Jeremy Renner,The Town ,280228,English,USA,R,37000000,2010,4000,7.6,2.35,29000,Crime,Drama
13396,52,10000,170,12,110,651,Dennis Quaid,89,41102171,Anna Kendrick,What to Expect When You're Expecting ,57266,English,USA,PG-13,40000000,2012,2000,5.7,2.35,14000,Comedy,Drama
36093,1000,24000,341,0,96,681,Brad Pitt,545,60338891,J.K. Simmons,Burn After Reading ,248468,English,USA,R,37000000,2008,11000,7,1.85,0,Comedy,Drama
18178,3,18000,139,3,96,35,Anthony Simcoe,110,48006503,Gerard Butler,Nim's Island ,28109,English,USA,PG,37000000,2008,82,6,2.35,0,Adventure,Comedy
37206,2000,26000,393,0,123,471,Olivia Wilde,475,26903709,Chris Hemsworth,Rush ,312629,English,UK,R,38000000,2013,10000,8.1,2.35,83000,Action,Biography
1906,0,786,224,1,188,272,Neil Flynn,1437,22450975,Patton Oswalt,Magnolia ,241030,English,USA,R,37000000,1999,625,8,2.35,13000,Drama,
14483,0,13000,203,2,107,574,Tracy Morgan,176,44867349,Bruce Willis,Cop Out ,75347,English,USA,R,37000000,2010,642,5.6,2.35,0,Action,Comedy
4882,11,2000,148,4,110,591,Damon Wayans Jr.,83,46813366,Alison Brie,How to Be Single ,39440,English,USA,R,38000000,2016,756,6.1,2.35,15000,Comedy,Romance
14209,188,11000,131,5,113,631,Michael Roark,86,72279690,Morgan Freeman,Dolphin Tale ,17948,English,USA,PG,37000000,2011,680,6.9,1.85,0,Drama,Family
44060,308,17000,350,1,122,10000,Taylor Lautner,1535,191449475,Kristen Stewart,Twilight ,348007,English,USA,PG-13,37000000,2008,12000,5.2,2.35,19000,Drama,Fantasy
20970,415,18000,129,1,116,644,Laura Harring,394,71026631,Denzel Washington,John Q ,98899,English,USA,PG-13,36000000,2002,669,7,1.85,0,Crime,Drama
2986,10,789,40,1,93,405,Dave Chappelle,144,68208190,Peter Greene,Blue Streak ,60572,English,USA,PG-13,65000000,1999,744,6.3,1.85,0,Action,Comedy
3425,43,740,289,4,118,651,Molly C. Quinn,301,150368971,Laura-Leigh,We're the Millers ,316671,English,USA,R,37000000,2013,707,7,2.35,35000,Comedy,Crime
599,35,463,14,0,115,30,Fedor Bondarchuk,21,,Yuliya Snigir,Obitaemyy ostrov ,4387,Russian,Russia,,29500000,2009,35,5.3,,240,Action,Adventure
1874,84,551,72,0,93,263,M.C. Gainey,218,50129186,Kathleen Quinlan,Breakdown ,38399,English,USA,R,36000000,1997,284,6.9,2.35,0,Action,Crime
762,883,180,89,3,121,133,Klaus Maria Brandauer,214,55500000,Bernie Casey,Never Say Never Again ,48636,English,UK,PG,36000000,1983,172,6.2,2.35,0,Action,Adventure
1272,38,496,265,8,101,318,Collette Wolfe,243,50213619,Charlie McDermott,Hot Tub Time Machine ,139184,English,USA,R,36000000,2010,390,6.4,1.85,12000,Comedy,Sci-Fi
13904,188,11000,54,0,107,631,Taylor Blackwell,33,42019483,Morgan Freeman,Dolphin Tale 2 ,6069,English,USA,PG,36000000,2014,641,6.4,1.85,0,Drama,Family
10838,287,9000,126,0,124,475,James Frain,212,23360779,Charlize Theron,Reindeer Games ,31113,English,USA,R,34000000,2000,1000,5.7,2.35,852,Action,Adventure
16611,473,14000,110,0,109,582,Jeff Kober,135,26183197,Vin Diesel,A Man Apart ,38348,English,USA,R,36000000,2003,919,6.1,2.35,0,Action,Crime
44037,488,15000,138,1,105,13000,Bradley Cooper,172,20991497,Emma Stone,Aloha ,39778,English,USA,PG-13,37000000,2015,14000,5.4,1.85,11000,Comedy,Drama
3968,0,2000,31,0,130,723,Virginia Madsen,57,13052741,Alexa PenaVega,Ghosts of Mississippi ,8531,English,USA,PG-13,36000000,1996,912,6.7,1.85,591,Drama,History
2393,96,746,95,1,127,577,Reeve Carney,194,14378353,Rick Yune,Snow Falling on Cedars ,12375,English,USA,PG-13,36000000,1999,602,6.8,2.35,846,Drama,Mystery
19904,101,12000,267,1,114,2000,Colin O'Donoghue,197,33037754,Anthony Hopkins,The Rite ,75864,English,USA,PG-13,37000000,2011,3000,6,2.35,23000,Drama,Horror
1942,487,685,175,2,106,263,Xander Berkeley,641,12339633,Blair Underwood,Gattaca ,220591,English,USA,PG-13,36000000,1997,485,7.8,2.35,17000,Drama,Sci-Fi
2928,31,944,63,0,95,450,Nathan Lane,64,2954405,Stockard Channing,Isn't She Great ,1977,English,USA,R,36000000,2000,886,5.3,1.85,133,Biography,Comedy
2268,16,541,85,0,81,387,Kenan Thompson,45,30105968,Cheryl Hines,Space Chimps ,8860,English,USA,G,37000000,2008,521,4.5,2.35,279,Adventure,Animation
4537,0,1000,44,1,95,642,Dylan Baker,80,37788228,Bernie Mac,Head of State ,15046,English,USA,PG-13,35200000,2003,812,5.4,1.85,638,Comedy,
17623,480,14000,334,3,108,706,Rob Riggle,626,277313371,Bradley Cooper,The Hangover ,583341,English,USA,R,35000000,2009,839,7.8,2.35,24000,Comedy,
615,25,461,78,0,105,51,Lynn Hung,45,2126511,Mike Tyson,Ip Man 3 ,21912,Cantonese,Hong Kong,PG-13,36000000,2015,79,7.2,2.35,12000,Action,Biography
47203,116,45000,199,1,95,481,Verne Troyer,784,205399422,Muse Watson,Austin Powers: The Spy Who Shagged Me ,181225,English,USA,PG-13,33000000,1999,645,6.6,2.35,0,Action,Adventure
2725,13000,920,186,0,126,488,Jack Palance,817,251188924,Michael Gough,Batman ,269033,English,USA,PG-13,35000000,1989,549,7.6,1.85,12000,Action,Adventure
3497,596,877,77,0,102,785,Dougray Scott,53,1068392,Jordi Mollà,There Be Dragons ,3865,English,Spain,PG-13,36000000,2011,794,5.9,2.35,2000,Biography,Drama
1446,503,808,68,2,121,94,Nick Chinlund,136,144731527,Rene Russo,Lethal Weapon 3 ,128010,English,USA,R,35000000,1992,277,6.7,2.35,0,Action,Crime
3389,102,768,261,0,129,624,Quinton Aaron,420,255950375,Catherine Dyer,The Blind Side ,223127,English,USA,PG-13,29000000,2009,734,7.7,1.85,38000,Biography,Drama
2255,,778,5,2,43,452,Aimee Garcia,30,,Jon Foo,Rush Hour             ,2185,English,USA,TV-14,,,618,5.8,16,0,Action,Comedy
4499,0,2000,122,0,88,640,Cheech Marin,205,112692062,Alexa PenaVega,Spy Kids ,84325,English,USA,PG,35000000,2001,843,5.4,1.85,0,Action,Adventure
18669,91,18000,340,5,106,64,Lindsay Sloane,387,117528646,Kevin Spacey,Horrible Bosses ,353442,English,USA,R,35000000,2011,464,6.9,2.35,31000,Comedy,Crime
25964,1000,13000,493,0,110,538,Jeff Bridges,724,171031347,Matt Damon,True Grit ,240962,English,USA,PG-13,38000000,2010,12000,7.7,2.35,36000,Adventure,Drama
23923,64,11000,208,0,109,505,Anne Hathaway,631,124732962,Meryl Streep,The Devil Wears Prada ,286178,English,USA,PG-13,35000000,2006,11000,6.8,2.35,0,Comedy,Drama
16007,338,12000,134,2,143,643,Nichelle Nichols,405,82300000,Leonard Nimoy,Star Trek: The Motion Picture ,63330,English,USA,PG,35000000,1979,664,6.4,2.35,0,Adventure,Mystery
5826,91,4000,275,2,120,680,Eric Stonestreet,232,134455175,Jon Favreau,Identity Thief ,97664,English,USA,R,35000000,2013,904,5.7,2.35,17000,Comedy,Crime
24006,17000,22000,120,0,128,387,Robert Mitchum,261,79100000,Robert De Niro,Cape Fear ,127503,English,USA,R,35000000,1991,1000,7.3,2.35,0,Crime,Thriller
25661,126,18000,144,2,123,1000,Jim Sturgess,278,81159365,Kevin Spacey,21 ,191470,English,USA,PG-13,35000000,2008,5000,6.8,2.35,0,Crime,Drama
1450,0,492,332,1,129,213,Randall Park,309,110008260,Amy Schumer,Trainwreck ,94241,English,Japan,R,35000000,2015,392,6.3,2.35,25000,Comedy,Romance
2689,8,1000,104,2,105,278,Nicole Sullivan,160,67962333,Bernie Mac,Guess Who ,33887,English,USA,PG-13,35000000,2005,358,5.9,1.85,919,Comedy,Romance
15912,333,14000,116,0,162,362,Kristin Scott Thomas,457,78651430,Colin Firth,The English Patient ,142067,English,USA,R,27000000,1996,1000,7.4,1.85,0,Drama,Romance
19129,161,18000,177,2,138,210,Matt McCoy,625,64604977,Kevin Spacey,L.A. Confidential ,414219,English,USA,R,35000000,1997,398,8.3,2.35,11000,Crime,Drama
2968,31,947,127,3,100,591,Kelly Preston,217,63939454,Michael Angarano,Sky High ,61321,English,USA,PG,35000000,2005,742,6.2,2.35,0,Adventure,Comedy
23504,0,19000,83,0,90,945,Wilford Brimley,138,63826569,Tom Selleck,In & Out ,32416,English,USA,PG-13,35000000,1997,957,6.3,1.85,0,Comedy,
1715,79,900,97,0,108,25,Marg Helgenberger,140,60054449,Natasha Henstridge,Species ,61018,English,USA,R,35000000,1995,759,5.8,2.35,0,Action,Horror
42918,0,40000,256,1,101,574,Lin Shaye,668,26505000,Johnny Depp,A Nightmare on Elm Street ,149285,English,USA,X,1800000,1984,852,7.5,1.85,10000,Horror,
2474,763,812,225,1,109,311,Jake Weber,677,61280963,Dylan Baker,The Cell ,79877,English,USA,R,33000000,2000,551,6.3,2.35,0,Horror,Sci-Fi
29265,130,29000,83,1,132,80,Anne Parillaud,244,56876365,Leonardo DiCaprio,The Man in the Iron Mask ,125219,English,USA,PG-13,35000000,1998,130,6.4,1.85,0,Action,Adventure
2259,130,826,160,0,123,426,Kevin Connolly,136,59699513,Scott Glenn,Secretariat ,20827,English,USA,PG,35000000,2010,638,7.2,2.35,0,Biography,Drama
16571,14,11000,191,0,87,691,Sarah Michelle Gellar,211,54132596,Chris Evans,TMNT ,53786,English,Hong Kong,PG,34000000,2007,4000,6.3,2.35,0,Action,Adventure
4231,19,1000,74,1,109,568,Riley Smith,196,52277485,Alfre Woodard,Radio ,32370,English,USA,PG,35000000,2003,762,6.9,1.85,0,Biography,Drama
20956,87,15000,238,2,109,923,Justin Timberlake,194,55802754,Mila Kunis,Friends with Benefits ,270228,English,USA,R,35000000,2011,3000,6.6,2.35,41000,Comedy,Romance
17860,89,17000,177,0,92,190,Ike Barinholtz,111,55291815,Chloë Grace Moretz,Neighbors 2: Sorority Rising ,28041,English,USA,R,35000000,2016,329,6,2.35,0,Comedy,
19809,102,15000,405,2,125,825,Ruth Wilson,306,83299761,Tom Hanks,Saving Mr. Banks ,117719,English,USA,PG-13,35000000,2013,2000,7.5,2.35,39000,Biography,Comedy
20143,0,18000,61,0,202,318,Delroy Lindo,156,48169908,Denzel Washington,Malcolm X ,63923,English,USA,PG-13,33000000,1992,848,7.7,1.85,0,Biography,Drama
1050,0,529,285,2,134,120,Maude Apatow,248,67523385,Charlyne Yi,This Is 40 ,104005,English,USA,R,35000000,2012,130,6.2,2.35,18000,Comedy,
53370,12,49000,124,2,88,931,Bernie Mac,120,49474048,Robin Williams,Old Dogs ,31191,English,USA,PG,35000000,2009,1000,5.4,1.85,0,Comedy,Family
2184,148,978,164,1,92,227,Kevin Grevioux,169,45802315,Craig Parker,Underworld: Rise of the Lycans ,119974,English,USA,R,35000000,2009,593,6.6,2.35,0,Action,Adventure
52566,42,49000,120,3,91,766,Christine Taylor,119,43792641,Robin Williams,License to Wed ,32157,English,USA,PG-13,35000000,2007,838,5.3,2.35,913,Comedy,Romance
13125,221,11000,90,2,75,553,Jon Heder,209,57651794,Jon Lovitz,The Benchwarmers ,40651,English,USA,PG-13,33000000,2006,970,5.6,1.85,0,Comedy,Romance
4879,30,944,120,2,98,664,Victor Webster,262,43894863,Stockard Channing,Must Love Dogs ,25883,English,USA,PG-13,30000000,2005,940,5.9,2.35,0,Comedy,Romance
56014,179,40000,117,2,147,646,Al Pacino,234,41954997,Johnny Depp,Donnie Brasco ,225122,English,USA,R,35000000,1997,14000,7.8,2.35,0,Biography,Crime
17902,545,14000,226,0,100,766,Jaymes Butler,1138,39532308,Milla Jovovich,Resident Evil ,198701,English,UK,R,33000000,2002,2000,6.7,1.85,0,Action,Horror
3876,365,887,223,0,120,723,Zelda Rubinstein,321,76600000,Heather O'Rourke,Poltergeist ,105446,English,USA,PG,10700000,1982,770,7.4,2.35,11000,Fantasy,Horror
41701,1000,24000,193,1,104,939,Tom Hanks,400,39692139,J.K. Simmons,The Ladykillers ,84131,English,USA,R,35000000,2004,15000,6.2,1.85,0,Comedy,Crime
16249,212,15000,228,1,103,248,Beau Bridges,398,40687294,Mila Kunis,Max Payne ,107772,English,Canada,PG-13,35000000,2008,552,5.4,2.35,0,Action,Crime
34011,487,20000,360,2,109,3000,Olivia Wilde,463,37553932,Matt Bomer,In Time ,304318,English,USA,PG-13,40000000,2011,10000,6.7,2.35,52000,Action,Sci-Fi
3356,16,1000,148,0,104,584,Noureen DeWulf,97,37481242,Danneel Ackles,The Back-up Plan ,40654,English,USA,PG-13,35000000,2010,700,5.3,2.35,0,Comedy,Romance
2371,42,969,128,4,112,196,Steve Howey,153,39026186,Ashley Williams,Something Borrowed ,48019,English,USA,PG-13,35000000,2011,826,5.9,1.85,13000,Comedy,Drama
3438,,897,3,4,60,628,Kimberly Elise,11,,Jodi Lyn O'Keefe,Hit the Floor             ,1641,English,USA,,,,637,7,,265,Drama,Romance
2643,19,1000,46,1,95,447,Marsha Thomason,164,33422806,Tom Wilkinson,Black Knight ,30771,English,USA,PG-13,50000000,2001,691,4.8,2.35,0,Adventure,Comedy
677,23,288,40,1,102,57,Vic Morrow,91,,Tatum O'Neal,The Bad News Bears ,16323,English,USA,PG,,1976,257,7.3,1.85,0,Comedy,Drama
5443,133,2000,63,1,102,690,Raul Julia,282,33423521,Ming-Na Wen,Street Fighter ,53115,English,Japan,PG-13,35000000,1994,1000,3.8,2.35,0,Action,Adventure
1075,2000,396,193,0,150,95,Frank Finlay,761,32519322,Emilia Fox,The Pianist ,497946,English,France,R,35000000,2002,338,8.5,1.85,21000,Biography,Drama
41636,117,40000,208,1,122,140,Jason Flemyng,541,31598308,Johnny Depp,From Hell ,124765,English,USA,R,35000000,2001,1000,6.8,2.35,0,Horror,Mystery
966,308,446,122,0,101,206,Hiam Abbass,203,37617947,Keisha Castle-Hughes,The Nativity Story ,8143,English,USA,PG,30000000,2006,224,6.8,2.35,0,Drama,Family
2178,174,730,228,0,108,324,Paris Hilton,576,32048809,Robert Ri'chard,House of Wax ,94456,English,Australia,R,30000000,2005,716,5.3,1.85,0,Horror,
28027,0,20000,212,2,98,23,Julia Roberts,903,33987757,Natalie Portman,Closer ,168314,English,USA,R,27000000,2004,8000,7.3,1.85,12000,Drama,Romance
36258,16000,29000,392,0,137,363,Naomi Watts,279,37304950,Leonardo DiCaprio,J. Edgar ,102728,English,USA,R,35000000,2011,6000,6.6,2.35,16000,Biography,Crime
3185,192,1000,208,0,112,844,Cameron Boyce,232,30691439,Jason Flemyng,Mirrors ,86205,English,USA,R,35000000,2008,915,6.2,2.35,5000,Horror,Mystery
3001,48,775,137,2,101,531,Lena Olin,695,30307804,Aaliyah,Queen of the Damned ,43991,English,USA,R,35000000,2002,541,5.2,2.35,0,Drama,Fantasy
4722,81,2000,119,0,103,636,Robert Davi,291,30669413,Adam Baldwin,Predator 2 ,105478,English,USA,R,35000000,1990,683,6.2,1.37,0,Action,Horror
3612,40,2000,195,1,101,398,Jesse Tyler Ferguson,245,28687835,Billy Burke,Untraceable ,40964,English,USA,R,35000000,2008,648,6.2,2.35,0,Crime,Drama
5709,37,3000,95,0,112,480,Sissy Spacek,239,26494611,Brendan Fraser,Blast from the Past ,48621,English,USA,PG-13,35000000,1999,874,6.6,2.35,0,Comedy,Drama
2603,24,591,100,1,111,455,William Hootkins,247,,Brian Blessed,Flash Gordon ,38017,English,UK,PG,20000000,1980,488,6.4,2.35,12000,Action,Adventure
3592,0,939,164,5,102,769,Mike Starr,358,25266129,Stephen Root,Jersey Girl ,54346,English,USA,PG-13,35000000,2004,854,6.2,2.35,0,Comedy,Drama
2471,357,907,211,0,101,374,Chad Lindberg,151,25863915,Cicely Tyson,Alex Cross ,28257,English,USA,PG-13,35000000,2012,445,5.1,2.35,11000,Action,Crime
19689,16000,18000,91,2,155,229,Bob Gunton,216,25078937,Kevin Spacey,Midnight in the Garden of Good and Evil ,31751,English,USA,R,30000000,1997,461,6.6,1.85,0,Crime,Drama
24154,8,22000,44,1,93,558,Joshua Mikel,57,,Robert De Niro,Heist ,16193,English,USA,R,19000000,2015,1000,6.1,2.35,0,Action,Crime
855,24,287,97,5,109,167,Bill Bailey,59,28995450,Daniel Mays,Nanny McPhee Returns ,19230,English,UK,PG,35000000,2010,175,6.1,2.35,0,Comedy,Family
1394,0,436,32,2,140,210,J.T. Walsh,68,24276500,Frank Whaley,Hoffa ,17124,English,USA,R,35000000,1992,263,6.6,2.35,949,Biography,Crime
2351,251,826,270,0,108,296,Callum Rennie,492,20981633,Mitch Pileggi,The X Files: I Want to Believe ,78256,English,USA,PG-13,30000000,2008,716,5.9,2.35,0,Drama,Mystery
17292,13,11000,89,1,96,973,Steve Coogan,244,22913677,Anne Hathaway,Ella Enchanted ,47800,English,USA,PG,35000000,2004,1000,6.3,1.85,0,Comedy,Family
13371,15,10000,219,0,123,745,Eddie Marsan,138,34531832,Will Smith,Concussion ,44788,English,UK,PG-13,35000000,2015,979,7.1,2.35,23000,Biography,Drama
561,309,327,180,1,106,63,Benjamin J. Cain Jr.,173,28064226,Ken Arnold,Abduction ,65044,English,USA,PG-13,35000000,2011,73,5,2.35,13000,Action,Mystery
1908,2,1000,93,0,76,72,Olivia Williams,80,19447478,Jim Broadbent,Valiant ,15788,English,UK,G,35000000,2005,766,5.6,1.85,538,Adventure,Animation
22974,161,21000,173,5,107,549,Rip Torn,335,19389454,Robert Downey Jr.,Wonder Boys ,54643,English,USA,R,55000000,2000,826,7.4,2.35,0,Comedy,Drama
3266,82,1000,121,6,82,418,Tracy Morgan,173,25871834,Drake Bell,Superhero Movie ,52052,English,USA,PG-13,35000000,2008,642,4.5,1.85,0,Action,Comedy
2073,90,1000,298,3,109,344,James Ransone,134,19692608,Alona Tal,Broken City ,63548,English,USA,R,35000000,2013,412,6.2,2.35,0,Crime,Drama
2535,0,1000,158,0,99,520,Portia de Rossi,325,19294901,Shannon Elizabeth,Cursed ,26126,English,USA,PG-13,35000000,2005,573,5,2.35,0,Comedy,Horror
24669,192,23000,248,0,91,346,Dania Ramirez,178,20275446,Joseph Gordon-Levitt,Premium Rush ,95274,English,USA,PG-13,35000000,2012,1000,6.5,2.35,20000,Action,Crime
1679,98,472,155,2,87,253,Richard T. Jones,118,34507079,Jim Gaffigan,Hot Pursuit ,34948,English,USA,PG-13,35000000,2015,328,5.1,2.35,0,Action,Comedy
3142,159,3000,105,2,125,39,Lucy Gordon,215,18306166,Djimon Hounsou,The Four Feathers ,28130,English,UK,PG-13,35000000,2002,61,6.5,2.35,0,Adventure,Drama
28479,138,26000,224,0,118,458,Clifton Collins Jr.,141,17609982,Jason Statham,Parker ,90046,English,USA,R,35000000,2013,968,6.2,2.35,17000,Action,Crime
9330,12,4000,129,1,98,663,Jon Favreau,173,16831505,Kirsten Dunst,Wimbledon ,51842,English,UK,PG-13,31000000,2004,4000,6.3,2.35,0,Comedy,Romance
6327,16,3000,101,1,92,734,Brooke Shields,84,17596256,Brendan Fraser,Furry Vengeance ,12399,English,USA,PG,35000000,2010,1000,3.8,1.85,0,Comedy,Family
1361,0,465,145,1,93,174,Cariba Heine,82,,Alex Russell,Bait ,11482,English,Australia,R,30000000,2012,351,5.2,1.85,0,Action,Horror
14744,170,14000,57,1,116,136,Alun Armstrong,178,,Liam Neeson,Krull ,23351,English,UK,PG,27000000,1983,192,6,2.35,0,Action,Adventure
32875,0,11000,227,3,92,10000,Tom Cruise,298,14998070,Meryl Streep,Lions for Lambs ,41170,English,USA,R,35000000,2007,10000,6.2,2.35,0,Drama,Thriller
1290,468,605,13,3,115,150,Dann Florek,39,14587732,Rosanna Arquette,Flight of the Intruder ,4795,English,USA,PG-13,35000000,1991,367,5.7,2.35,452,Action,Drama
1082,52,553,171,1,120,134,Nat Faxon,200,18317151,Tim Meadows,Walk Hard: The Dewey Cox Story ,55630,English,USA,R,35000000,2007,214,6.7,2.35,0,Comedy,Music
19805,529,18000,119,3,111,505,Scott Glenn,208,11405825,Kevin Spacey,The Shipping News ,28542,English,USA,R,35000000,2001,826,6.8,2.35,0,Drama,
1668,10,694,44,2,94,141,Ronny Cox,162,13264986,Gregory Smith,American Outlaws ,12077,English,USA,PG-13,35000000,2001,605,6,1.85,433,Action,Western
5890,212,2000,188,1,100,919,Jim Broadbent,100,10991381,Michiel Huisman,The Young Victoria ,44931,English,UK,PG,35000000,2009,1000,7.3,2.35,0,Biography,Drama
1947,57,1000,166,1,101,230,Bashar Rahal,142,10268846,Tom Skerritt,Whiteout ,31918,English,USA,R,35000000,2009,603,5.5,2.35,0,Action,Crime
13021,0,11000,584,0,139,687,Tye Sheridan,975,13303319,Brad Pitt,The Tree of Life ,136367,English,USA,PG-13,32000000,2011,1000,6.7,1.85,39000,Drama,Fantasy
1352,85,635,67,0,91,105,Lela Rochon,141,10076136,Paul Sorvino,Knock Off ,11512,English,Aruba,R,35000000,1998,316,4.8,2.35,471,Action,Comedy
1458,453,1000,233,3,109,120,Martin Donovan,212,10499968,Mireille Enos,Sabotage ,47498,English,USA,R,35000000,2014,206,5.7,1.85,10000,Action,Crime
14165,241,13000,112,1,102,127,Mark Addy,204,7659747,Heath Ledger,The Order ,14962,English,USA,R,38000000,2003,891,5.1,1.85,704,Action,Mystery
6563,189,3000,151,1,103,766,Wayne Knight,280,7948159,Julie Benz,Punisher: War Zone ,48999,English,USA,R,35000000,2008,967,6,2.35,0,Action,Crime
5022,12,2000,63,5,83,690,Rip Torn,113,11631245,Kevin Zegers,Zoom ,15015,English,USA,PG,35000000,2006,826,4.2,1.85,494,Action,Adventure
23031,0,23000,335,0,123,6,Soleyman Pierini,195,10137502,Joseph Gordon-Levitt,The Walk ,77394,English,USA,PG,35000000,2015,22,7.4,2.35,24000,Adventure,Biography
1993,31,690,24,0,101,448,Lee Arenberg,31,6448817,Marley Shelton,Warriors of Virtue ,2189,English,USA,PG,35000000,1997,457,4.6,2.35,0,Action,Adventure
3611,0,883,147,1,117,567,Albert Finney,196,7458269,Archie Panjabi,A Good Year ,70698,English,USA,PG-13,35000000,2006,883,6.9,2.35,9000,Comedy,Drama
3823,,2000,51,1,60,256,Indira Varma,105,,Ruth Wilson,Luther             ,70568,English,UK,TV-MA,,,729,8.6,16,20000,Crime,Drama
4334,503,2000,10,3,114,697,Thomas Ian Nicholas,71,4651977,Adam Baldwin,Radio Flyer ,10410,English,USA,PG-13,35000000,1992,864,6.9,2.35,892,Drama,
3227,138,848,12,2,330,672,Jesse Borrego,129,4496583,Delroy Lindo,"Blood In, Blood Out ",23181,English,USA,R,35000000,1993,674,8,1.66,6000,Crime,Drama
3125,55,1000,50,1,121,918,Tom Wilkinson,99,2221994,Jim Broadbent,Smilla's Sense of Snow ,11747,English,Denmark,R,35000000,1997,1000,6.4,2.35,561,Action,Drama
1005,0,548,149,1,114,115,Gregg Henry,232,6592103,Peter Coyote,Femme Fatale ,28584,English,France,R,35000000,2002,298,6.3,1.85,675,Crime,Drama
1573,278,695,24,0,156,249,Rod Steiger,55,,Oliver Reed,Lion of the Desert ,9852,English,Libya,PG,35000000,1980,279,8.4,2.35,0,Biography,Drama
